fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,precio_venta,pvp_base,coste_unitario,margen_bruto,descuento_pct,promocion_activa,stock_disponible,precio_decathlon,precio_ortoweb,precio_medicalexpo,precio_comp_min,precio_comp_avg,precio_comp_max,dia_semana,mes,semana_anio,es_festivo,es_blackfriday,es_navidad,ingreso_estimado,margen_estimado_eur,var_precio_comp_min_7d,alerta_bajada_competidor,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d,ratio_precio_mercado,diferencia_precio_min,diferencia_precio_avg
2024-10-30,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,1,191.68,189.9,80.0,111.68,0.0,0,132,184.72,170.72,183.32,170.72,179.59,184.72,2,10,44,0,0,0,575.04,335.04,-0.0373,0,5.0,7.0,2.0,3.0,2.43,1.0673,20.96,12.09
2024-10-31,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,1,191.68,189.9,80.0,111.68,0.0,0,131,177.68,191.73,198.16,177.68,189.19,198.16,3,10,44,0,0,0,958.4,558.4,-0.1462,1,3.0,5.0,3.0,3.14,2.37,1.0132,14.0,2.49
2024-11-01,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,129,163.78,178.49,191.18,163.78,177.82,191.18,4,11,44,0,0,0,1533.44,893.44,-0.1408,1,5.0,4.0,5.0,2.71,2.37,1.0779,27.9,13.86
2024-11-02,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,124,185.69,177.51,187.78,177.51,183.66,187.78,5,11,44,0,0,0,1150.08,670.08,0.0478,0,8.0,2.0,5.0,2.43,2.27,1.0437,14.17,8.02
2024-11-03,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,122,176.43,169.46,183.02,169.46,176.3,183.02,6,11,44,0,0,0,575.04,335.04,-0.0207,0,6.0,3.0,7.0,3.0,2.3,1.0872,22.22,15.38
2024-11-04,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,118,187.8,168.76,187.82,168.76,181.46,187.82,0,11,45,0,0,0,2108.48,1228.48,-0.1396,1,3.0,9.0,3.0,2.57,2.3,1.0563,22.92,10.22
2024-11-05,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,113,163.7,193.6,194.58,163.7,183.96,194.58,1,11,45,0,0,0,1725.12,1005.12,-0.1945,1,11.0,5.0,4.0,2.29,2.37,1.042,27.98,7.72
2024-11-06,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,108,165.54,204.55,163.51,163.51,177.87,204.55,2,11,45,0,0,0,2108.48,1228.48,-0.082,1,9.0,3.0,7.0,2.86,2.5,1.0776,28.17,13.81
2024-11-07,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,191.68,189.9,80.0,111.68,0.0,0,105,175.63,174.19,174.18,174.18,174.67,175.63,3,11,45,0,0,0,1916.8,1116.8,-0.0392,0,11.0,5.0,6.0,3.43,2.63,1.0974,17.5,17.01
2024-11-08,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,103,175.61,181.41,192.51,175.61,183.18,192.51,4,11,45,0,0,0,1341.76,781.76,-0.1383,1,10.0,8.0,4.0,3.71,2.7,1.0464,16.07,8.5
2024-11-09,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,99,156.66,186.69,166.51,156.66,169.95,186.69,5,11,45,0,0,0,575.04,335.04,-0.0613,1,7.0,6.0,8.0,3.71,2.6,1.1279,35.02,21.73
2024-11-10,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,97,161.86,200.44,197.83,161.86,186.71,200.44,6,11,45,0,0,0,575.04,335.04,-0.0928,1,3.0,3.0,7.0,3.57,2.63,1.0266,29.82,4.97
2024-11-11,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,191.68,189.9,80.0,111.68,0.0,0,94,172.18,195.86,191.21,172.18,186.42,195.86,0,11,46,0,0,0,2491.84,1451.84,-0.0782,1,3.0,11.0,3.0,3.57,2.6,1.0282,19.5,5.26
2024-11-12,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,90,183.31,201.62,162.76,162.76,182.56,201.62,1,11,46,0,0,0,1533.44,893.44,-0.1181,1,13.0,9.0,6.0,3.43,2.63,1.05,28.92,9.12
2024-11-13,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,85,185.17,200.5,188.22,185.17,191.3,200.5,2,11,46,0,0,0,1725.12,1005.12,0.0701,0,8.0,11.0,7.0,3.29,2.7,1.002,6.51,0.38
2024-11-14,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,1,191.68,189.9,80.0,111.68,0.0,0,84,166.47,170.61,182.93,166.47,173.34,182.93,3,11,46,0,0,0,575.04,335.04,-0.0124,0,9.0,10.0,9.0,3.29,2.8,1.1058,25.21,18.34
2024-11-15,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,80,187.53,194.12,182.87,182.87,188.17,194.12,4,11,46,0,0,0,1341.76,781.76,-0.0332,0,3.0,7.0,6.0,3.0,2.77,1.0187,8.81,3.51
2024-11-16,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,191.68,189.9,80.0,111.68,0.0,0,73,171.16,186.17,196.78,171.16,184.7,196.78,5,11,46,0,0,0,1725.12,1005.12,-0.154,1,7.0,3.0,9.0,3.29,2.8,1.0378,20.52,6.98
2024-11-17,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,191.68,189.9,80.0,111.68,0.0,0,70,187.78,185.97,181.94,181.94,185.23,187.78,6,11,46,0,0,0,1533.44,893.44,-0.0045,0,9.0,3.0,2.0,3.71,2.93,1.0348,9.74,6.45
2024-11-18,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,191.68,189.9,80.0,111.68,0.0,0,64,164.47,192.72,190.17,164.47,182.45,192.72,0,11,47,0,1,0,3450.24,2010.24,-0.0477,0,8.0,13.0,8.0,3.86,2.97,1.0506,27.21,9.23
2024-11-19,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,191.68,189.9,80.0,111.68,0.0,0,57,184.45,204.08,180.49,180.49,189.67,204.08,1,11,47,0,1,0,2108.48,1228.48,0.0294,0,18.0,8.0,5.0,4.29,3.13,1.0106,11.19,2.01
2024-11-20,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,55,184.17,189.65,191.41,184.17,188.41,191.41,2,11,47,0,1,0,2108.48,1228.48,0.0699,0,11.0,9.0,5.0,4.71,3.3,1.0174,7.51,3.27
2024-11-21,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,191.68,189.9,80.0,111.68,0.0,0,49,172.76,174.2,192.5,172.76,179.82,192.5,3,11,47,0,1,0,3833.6,2233.6,-0.1282,1,11.0,3.0,7.0,4.29,3.37,1.066,18.92,11.86
2024-11-22,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,191.68,189.9,80.0,111.68,0.0,0,43,163.19,185.46,197.35,163.19,182.0,197.35,4,11,47,0,1,0,1341.76,781.76,-0.0584,1,20.0,7.0,7.0,5.0,3.5,1.0532,28.49,9.68
2024-11-23,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,38,167.72,170.8,197.4,167.72,178.64,197.4,5,11,47,0,1,0,2108.48,1228.48,-0.0674,1,7.0,9.0,5.0,5.29,3.7,1.073,23.96,13.04
2024-11-24,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,191.68,189.9,80.0,111.68,0.0,0,141,151.92,190.81,185.3,151.92,176.01,190.81,6,11,47,0,1,0,958.4,558.4,-0.2529,1,11.0,8.0,4.0,5.0,3.73,1.089,39.76,15.67
2024-11-25,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,191.68,189.9,80.0,111.68,0.0,0,139,186.97,170.99,177.43,170.99,178.46,186.97,0,11,48,0,0,0,1725.12,1005.12,-0.1543,1,5.0,18.0,2.0,5.29,3.77,1.0741,20.69,13.22
2024-11-26,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,8,191.68,189.9,80.0,111.68,0.0,0,131,180.45,183.8,167.59,167.59,177.28,183.8,1,11,48,0,0,0,1341.76,781.76,-0.0315,0,9.0,11.0,3.0,4.71,3.8,1.0812,24.09,14.4
2024-11-27,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,127,170.47,195.73,173.92,170.47,180.04,195.73,2,11,48,0,0,0,958.4,558.4,-0.1725,1,7.0,11.0,9.0,4.86,3.9,1.0647,21.21,11.64
2024-11-28,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,191.68,189.9,80.0,111.68,0.0,0,120,186.48,202.55,177.62,177.62,188.88,202.55,3,11,48,0,0,0,1341.76,781.76,-0.0039,0,5.0,20.0,5.0,5.14,3.83,1.0148,14.06,2.8
2024-11-29,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,116,186.13,180.98,163.13,163.13,176.75,186.13,4,11,48,0,0,0,1725.12,1005.12,-0.2061,1,7.0,7.0,3.0,5.29,4.03,1.0845,28.55,14.93
2024-11-30,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,191.68,189.9,80.0,111.68,0.0,0,112,169.15,172.6,191.61,169.15,177.79,191.61,5,11,48,0,0,0,1341.76,781.76,-0.1598,1,9.0,11.0,5.0,5.0,4.13,1.0781,22.53,13.89
2024-12-01,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,191.68,189.9,80.0,111.68,0.0,0,106,163.03,176.21,175.78,163.03,171.67,176.21,6,12,48,0,0,0,1150.08,670.08,-0.1012,1,7.0,5.0,8.0,4.86,4.23,1.1166,28.65,20.01
2024-12-02,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,187.28,189.9,80.0,107.28,0.014,0,99,186.64,173.74,193.3,173.74,184.56,193.3,0,12,49,0,0,0,1123.68,643.68,-0.1396,1,6.0,9.0,6.0,5.0,4.37,1.0147,13.54,2.72
2024-12-03,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,96,168.95,167.82,180.01,167.82,172.26,180.01,1,12,49,0,0,0,1247.4,687.4,-0.0234,0,6.0,7.0,3.0,5.71,4.43,1.0345,10.38,5.94
2024-12-04,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,178.2,189.9,80.0,98.2,0.062,1,92,165.37,204.57,185.49,165.37,185.14,204.57,2,12,49,0,0,0,712.8,392.8,-0.0128,0,7.0,5.0,11.0,5.0,4.47,0.9625,12.83,-6.94
2024-12-05,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,178.2,189.9,80.0,98.2,0.062,1,87,163.0,191.91,165.92,163.0,173.61,191.91,3,12,49,0,0,0,1425.6,785.6,-0.1464,1,4.0,7.0,9.0,5.0,4.47,1.0264,15.2,4.59
2024-12-06,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,178.2,189.9,80.0,98.2,0.062,1,82,165.84,200.53,192.75,165.84,186.37,200.53,4,12,49,0,0,0,1960.2,1080.2,-0.0432,0,8.0,9.0,11.0,4.71,4.47,0.9562,12.36,-8.17
2024-12-07,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,178.2,189.9,80.0,98.2,0.062,1,76,177.49,168.15,185.31,168.15,176.98,185.31,5,12,49,0,0,0,534.6,294.6,-0.1005,1,11.0,7.0,10.0,4.86,4.47,1.0069,10.05,1.22
2024-12-08,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,178.2,189.9,80.0,98.2,0.062,1,70,168.8,194.12,188.48,168.8,183.8,194.12,6,12,49,0,0,0,712.8,392.8,-0.057,1,3.0,6.0,7.0,5.14,4.57,0.9695,9.4,-5.6
2024-12-09,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,67,186.26,200.02,182.37,182.37,189.55,200.02,0,12,50,0,0,0,1603.8,883.8,0.0794,0,4.0,6.0,3.0,5.14,4.7,0.9401,-4.17,-11.35
2024-12-10,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,178.2,189.9,80.0,98.2,0.062,1,61,152.02,184.57,187.68,152.02,174.76,187.68,1,12,50,0,0,0,1425.6,785.6,-0.1966,1,9.0,7.0,3.0,4.57,4.67,1.0197,26.18,3.44
2024-12-11,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,58,167.77,197.6,192.07,167.77,185.81,197.6,2,12,50,0,0,0,1069.2,589.2,-0.0536,1,8.0,4.0,13.0,5.0,4.8,0.959,10.43,-7.61
2024-12-12,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,55,152.39,189.03,167.11,152.39,169.51,189.03,3,12,50,0,0,0,1069.2,589.2,-0.1045,1,6.0,8.0,8.0,4.86,4.8,1.0513,25.81,8.69
2024-12-13,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,53,178.07,178.31,194.06,178.07,183.48,194.06,4,12,50,0,0,0,1247.4,687.4,-0.1302,1,6.0,11.0,9.0,4.57,4.77,0.9712,0.13,-5.28
2024-12-14,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,51,153.45,179.14,162.5,153.45,165.03,179.14,5,12,50,0,0,0,891.0,491.0,-0.0939,1,7.0,3.0,3.0,4.14,4.67,1.0798,24.75,13.17
2024-12-15,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,1,178.2,189.9,80.0,98.2,0.062,1,50,157.77,190.91,183.13,157.77,177.27,190.91,6,12,50,0,0,0,891.0,491.0,-0.2322,1,5.0,4.0,7.0,3.57,4.7,1.0052,20.43,0.93
2024-12-16,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,1,178.2,189.9,80.0,98.2,0.062,1,49,180.49,183.64,170.38,170.38,178.17,183.64,0,12,51,0,0,0,1603.8,883.8,-0.1472,1,5.0,9.0,9.0,2.86,4.6,1.0002,7.82,0.03
2024-12-17,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,47,173.06,168.26,183.93,168.26,175.08,183.93,1,12,51,0,0,0,1603.8,883.8,-0.1597,1,9.0,8.0,8.0,2.57,4.4,1.0178,9.94,3.12
2024-12-18,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,45,177.82,168.14,187.23,168.14,177.73,187.23,2,12,51,0,0,0,1425.6,785.6,-0.109,1,9.0,6.0,18.0,2.0,4.37,1.0026,10.06,0.47
2024-12-19,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,43,175.27,178.08,194.23,175.27,182.53,194.23,3,12,51,0,0,0,1603.8,883.8,-0.004,0,8.0,6.0,11.0,1.86,4.23,0.9763,2.93,-4.33
2024-12-20,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,5,178.2,189.9,80.0,98.2,0.062,1,38,163.45,191.99,163.02,163.02,172.82,191.99,4,12,51,0,0,1,2316.6,1276.6,-0.1718,1,9.0,7.0,11.0,1.71,4.07,1.0311,15.18,5.38
2024-12-21,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,178.2,189.9,80.0,98.2,0.062,1,139,155.96,185.22,165.42,155.96,168.87,185.22,5,12,51,0,0,1,1603.8,883.8,-0.2338,1,13.0,5.0,20.0,2.14,4.17,1.0552,22.24,9.33
2024-12-22,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,6,178.2,189.9,80.0,98.2,0.062,1,133,178.11,175.28,183.13,175.28,178.84,183.13,6,12,51,0,0,1,2316.6,1276.6,-0.0327,0,9.0,5.0,7.0,2.86,4.2,0.9964,2.92,-0.64
2024-12-23,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,178.2,189.9,80.0,98.2,0.062,1,126,152.84,184.45,193.43,152.84,176.91,193.43,0,12,52,0,0,1,3385.8,1865.8,-0.0962,1,13.0,9.0,11.0,3.57,4.2,1.0073,25.36,1.29
2024-12-24,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,123,175.99,200.87,174.76,174.76,183.87,200.87,1,12,52,0,0,1,2316.6,1276.6,-0.0944,1,19.0,9.0,5.0,4.43,4.27,0.9692,3.44,-5.67
2024-12-25,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,178.2,189.9,80.0,98.2,0.062,1,116,170.14,174.08,168.01,168.01,170.74,174.08,2,12,52,0,0,1,1603.8,883.8,-0.0129,0,13.0,8.0,9.0,4.57,4.2,1.0437,10.19,7.46
2024-12-26,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,113,174.32,180.02,191.96,174.32,182.1,191.96,3,12,52,0,0,1,1069.2,589.2,-0.0369,0,9.0,9.0,7.0,5.29,4.37,0.9786,3.88,-3.9
2024-12-27,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,10,178.2,189.9,80.0,98.2,0.062,1,103,180.02,204.7,187.66,180.02,190.79,204.7,4,12,52,0,0,1,891.0,491.0,0.0696,0,6.0,13.0,5.0,5.43,4.2,0.934,-1.82,-12.59
2024-12-28,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,4,178.2,189.9,80.0,98.2,0.062,1,99,184.82,181.17,189.83,181.17,185.27,189.83,5,12,52,0,0,1,1069.2,589.2,-0.0746,1,5.0,9.0,7.0,6.14,4.4,0.9618,-2.97,-7.07
2024-12-29,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,7,178.2,189.9,80.0,98.2,0.062,1,92,175.89,197.29,193.83,175.89,189.0,197.29,6,12,52,0,0,1,1603.8,883.8,-0.1409,1,6.0,13.0,9.0,5.71,4.3,0.9429,2.31,-10.8
2024-12-30,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,2,178.2,189.9,80.0,98.2,0.062,1,90,154.67,188.22,195.84,154.67,179.58,195.84,0,12,1,0,0,1,1425.6,785.6,-0.1803,1,9.0,19.0,7.0,5.86,4.4,0.9923,23.53,-1.38
2024-12-31,AND-001,Andador silla de ruedas 2 en 1 azul,Andadores,Shopify,3,178.2,189.9,80.0,98.2,0.062,1,87,159.45,181.02,171.82,159.45,170.76,181.02,1,12,1,0,0,1,1069.2,589.2,-0.0884,1,8.0,13.0,6.0,5.14,4.33,1.0436,18.75,7.44
2023-01-31,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,4,149.9,149.9,62.0,87.9,0.0,0,194,144.1,148.74,139.41,139.41,144.08,148.74,1,1,5,0,0,0,1199.2,703.2,0.0424,0,8.0,9.0,13.0,,,1.0404,10.49,5.82
2023-02-01,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,10,149.9,149.9,62.0,87.9,0.0,0,184,131.84,133.75,130.28,130.28,131.96,133.75,2,2,5,0,0,0,1349.1,791.1,-0.1881,1,8.0,15.0,15.0,4.0,4.0,1.136,19.62,17.94
2023-02-02,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,6,149.9,149.9,62.0,87.9,0.0,0,178,128.65,152.11,144.85,128.65,141.87,152.11,3,2,5,0,0,0,749.5,439.5,-0.1715,1,9.0,7.0,16.0,7.0,7.0,1.0566,21.25,8.03
2023-02-03,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,3,149.9,149.9,62.0,87.9,0.0,0,175,122.32,153.97,145.81,122.32,140.7,153.97,4,2,5,0,0,0,1349.1,791.1,-0.0819,1,5.0,17.0,9.0,6.67,6.67,1.0654,27.58,9.2
2023-02-04,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,1,149.9,149.9,62.0,87.9,0.0,0,174,125.7,151.42,156.24,125.7,144.45,156.24,5,2,5,0,0,0,899.4,527.4,-0.223,1,9.0,6.0,5.0,5.75,5.75,1.0377,24.2,5.45
2023-02-05,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,2,149.9,149.9,62.0,87.9,0.0,0,172,145.91,136.16,132.23,132.23,138.1,145.91,6,2,5,0,0,0,1049.3,615.3,-0.0236,0,6.0,4.0,4.0,4.8,4.8,1.0854,17.67,11.8
2023-02-06,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,8,142.14,149.9,62.0,80.14,0.052,1,164,124.99,145.81,148.95,124.99,139.92,148.95,0,2,6,0,0,0,1137.12,641.12,-0.1826,1,7.0,8.0,3.0,4.33,4.33,1.0159,17.15,2.22
2023-02-07,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,4,142.14,149.9,62.0,80.14,0.052,1,160,138.75,153.45,144.8,138.75,145.67,153.45,1,2,6,0,0,0,994.98,560.98,0.0255,0,8.0,8.0,6.0,4.86,4.86,0.9758,3.39,-3.53
2023-02-08,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,3,142.14,149.9,62.0,80.14,0.052,1,157,146.08,153.94,127.62,127.62,142.55,153.94,2,2,6,0,0,0,994.98,560.98,-0.0395,0,7.0,9.0,6.0,4.86,4.75,0.9971,14.52,-0.41
2023-02-09,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,3,142.14,149.9,62.0,80.14,0.052,1,154,135.43,157.48,149.89,135.43,147.6,157.48,3,2,6,0,0,0,1421.4,801.4,-0.0793,1,7.0,5.0,9.0,3.86,4.56,0.963,6.71,-5.46
2023-02-10,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,3,142.14,149.9,62.0,80.14,0.052,1,151,129.71,138.28,134.44,129.71,134.14,138.28,4,2,6,0,0,0,1421.4,801.4,-0.0712,1,10.0,9.0,9.0,3.43,4.4,1.0596,12.43,8.0
2023-02-11,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,2,142.14,149.9,62.0,80.14,0.052,1,149,129.14,136.25,151.5,129.14,138.96,151.5,5,2,6,0,0,0,1279.26,721.26,-0.1711,1,10.0,6.0,10.0,3.43,4.27,1.0229,13.0,3.18
2023-02-12,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,1,142.14,149.9,62.0,80.14,0.052,1,148,137.87,136.64,145.91,136.64,140.14,145.91,6,2,6,0,0,0,426.42,240.42,-0.085,1,9.0,7.0,5.0,3.57,4.08,1.0143,5.5,2.0
2023-02-13,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,4,142.14,149.9,62.0,80.14,0.052,1,144,123.75,154.65,140.18,123.75,139.53,154.65,0,2,7,0,0,0,994.98,560.98,-0.2553,1,3.0,8.0,4.0,3.43,3.85,1.0187,18.39,2.61
2023-02-14,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,4,142.14,149.9,62.0,80.14,0.052,1,140,138.55,159.78,147.93,138.55,148.75,159.78,1,2,7,0,0,0,1705.68,961.68,-0.1081,1,7.0,7.0,4.0,2.86,3.86,0.9556,3.59,-6.61
2023-02-15,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,5,142.14,149.9,62.0,80.14,0.052,1,135,121.86,154.57,132.34,121.86,136.26,154.57,2,2,7,0,0,0,568.56,320.56,-0.2335,1,12.0,7.0,10.0,2.86,3.87,1.0432,20.28,5.88
2023-02-16,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,2,142.14,149.9,62.0,80.14,0.052,1,133,120.82,133.92,132.26,120.82,129.0,133.92,3,2,7,0,0,0,1421.4,801.4,-0.2042,1,4.0,10.0,8.0,3.14,3.94,1.1019,21.32,13.14
2023-02-17,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,6,142.14,149.9,62.0,80.14,0.052,1,127,142.56,134.59,157.34,134.59,144.83,157.34,4,2,7,0,0,0,994.98,560.98,-0.1067,1,10.0,10.0,13.0,3.0,3.82,0.9814,7.55,-2.69
2023-02-18,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,1,142.14,149.9,62.0,80.14,0.052,1,126,147.5,134.14,144.23,134.14,141.96,147.5,5,2,7,0,0,0,568.56,320.56,-0.1904,1,7.0,9.0,7.0,3.43,3.94,1.0013,8.0,0.18
2023-02-19,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,2,142.14,149.9,62.0,80.14,0.052,1,124,121.0,133.34,145.77,121.0,133.37,145.77,6,2,7,0,0,0,994.98,560.98,-0.2158,1,4.0,3.0,7.0,3.29,3.79,1.0658,21.14,8.77
2023-02-20,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,3,142.14,149.9,62.0,80.14,0.052,1,121,147.77,155.15,142.53,142.53,148.48,155.15,0,2,8,0,0,0,994.98,560.98,0.0287,0,7.0,7.0,3.0,3.43,3.7,0.9573,-0.39,-6.34
2023-02-21,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,6,142.14,149.9,62.0,80.14,0.052,1,115,143.57,141.95,135.39,135.39,140.3,143.57,1,2,8,0,0,0,710.7,400.7,-0.0502,1,7.0,12.0,8.0,3.29,3.67,1.0131,6.75,1.84
2023-02-22,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,4,142.14,149.9,62.0,80.14,0.052,1,111,131.13,132.79,133.99,131.13,132.64,133.99,2,2,8,0,0,0,142.14,80.14,-0.1177,1,5.0,4.0,12.0,3.57,3.77,1.0716,11.01,9.5
2023-02-23,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,5,142.14,149.9,62.0,80.14,0.052,1,106,145.62,135.96,130.78,130.78,137.45,145.62,3,2,8,0,0,0,852.84,480.84,-0.0491,0,1.0,10.0,9.0,3.43,3.78,1.0341,11.36,4.69
2023-02-24,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,5,142.14,149.9,62.0,80.14,0.052,1,101,144.85,133.42,137.15,133.42,138.47,144.85,4,2,8,0,0,0,852.84,480.84,-0.0424,0,6.0,7.0,15.0,3.86,3.83,1.0265,8.72,3.67
2023-02-25,AND-002,Andador 4 ruedas con asiento plegable,Andadores,Shopify,5,142.14,149.9,62.0,80.14,0.052,1,96,140.73,150.14,133.24,133.24,141.37,150.14,5,2,8,0,0,0,142.14,80.14,-0.1412,1,6.0,4.0,7.0,3.71,3.88,1.0054,8.9,0.77
